HUD frame time nsec:,33181000

Range Index,Elapsed Time, First Event,Last Event
190,4448,5845,5845
191,4800,5874,5874
192,4896,5903,5903
193,4512,5932,5932
194,4416,5961,5961
195,4480,5990,5990
196,4320,6019,6019
197,4320,6048,6048
198,4832,6077,6077
199,6208,6106,6106
200,6144,6135,6135
201,6304,6164,6164
202,6272,6193,6193
203,6048,6222,6222
204,6368,6251,6251
205,6240,6280,6280
206,5984,6309,6309
207,6048,6338,6338
208,6336,6367,6367
209,5888,6396,6396
210,5984,6425,6425
211,5856,6454,6454
212,4736,6483,6483
213,4288,6512,6512
214,4224,6541,6541
215,4320,6570,6570
216,4512,6599,6599
217,4512,6628,6628
218,4256,6657,6657
219,6144,6686,6686
220,6208,6715,6715
221,6080,6744,6744
222,6144,6773,6773
223,6176,6802,6802
224,6144,6831,6831
225,6144,6860,6860
226,6080,6889,6889
227,6080,6918,6918
228,6272,6947,6947
229,6208,6976,6976
230,6272,7005,7005
231,6368,7034,7034
232,5952,7063,7063
233,4384,7092,7092
234,4224,7121,7121
235,4448,7150,7150
236,4192,7179,7179
237,4448,7208,7208
238,4416,7237,7237
239,4320,7266,7266
240,6304,7295,7295
241,6304,7324,7324
242,6208,7353,7353
243,6464,7382,7382
244,6304,7411,7411
245,6208,7440,7440
246,6208,7469,7469
247,6144,7498,7498
248,6144,7527,7527
249,6016,7556,7556
250,973728,7585,7585
251,5984,7614,7614
252,6112,7643,7643
253,4352,7672,7672
254,4320,7701,7701
255,4160,7730,7730
256,4256,7759,7759
257,4160,7788,7788
258,4384,7817,7817
259,4480,7846,7846
260,4608,7875,7875
261,6016,7904,7904
262,6048,7933,7933
263,6112,7962,7962
264,6240,7991,7991
265,6112,8020,8020
266,5984,8049,8049
267,5920,8078,8078
268,6176,8107,8107
269,6176,8136,8136
270,6016,8165,8165
271,6016,8194,8194
272,5984,8223,8223
273,4512,8252,8252
274,4544,8281,8281
275,4608,8310,8310
276,4608,8339,8339
277,4448,8368,8368
278,4256,8397,8397
279,4320,8426,8426
280,4832,8455,8455
281,4704,8484,8484
282,6144,8513,8513
283,6048,8542,8542
284,5888,8571,8571
285,5952,8600,8600
286,6336,8629,8629
287,6208,8658,8658
288,6368,8687,8687
289,6112,8716,8716
290,6048,8745,8745
291,6112,8774,8774
292,6272,8803,8803
293,4544,8832,8832
294,4640,8861,8861
295,4672,8890,8890
296,4384,8919,8919
297,4064,8948,8948
298,4384,8977,8977
299,4448,9006,9006
300,4448,9035,9035
301,4352,9064,9064
302,4608,9093,9093
303,6368,9122,9122
304,6144,9151,9151
305,6016,9180,9180
306,5920,9209,9209
307,6144,9238,9238
308,6016,9267,9267
309,5952,9296,9296
310,6048,9325,9325
311,6080,9354,9354
312,6048,9383,9383
313,4640,9412,9412
314,4416,9441,9441
315,4384,9470,9470
316,4320,9499,9499
317,4320,9528,9528
318,4480,9557,9557
319,4256,9586,9586
320,4544,9615,9615
321,4576,9644,9644
322,4576,9673,9673
323,5920,9702,9702
324,6176,9731,9731
325,5792,9760,9760
326,5984,9789,9789
327,6432,9818,9818
328,5888,9847,9847
329,6016,9876,9876
330,6208,9905,9905
331,6016,9934,9934
332,5952,9963,9963
333,4416,9992,9992
334,4416,10021,10021
335,4608,10050,10050
336,4480,10079,10079
337,4352,10108,10108
338,4224,10137,10137
339,4288,10166,10166
340,4352,10195,10195
341,4352,10224,10224
342,4096,10253,10253
343,4160,10282,10282
344,5984,10311,10311
345,6048,10340,10340
346,5984,10369,10369
347,6112,10398,10398
348,5856,10427,10427
349,6112,10456,10456
350,6208,10485,10485
351,5984,10514,10514
352,6048,10543,10543
353,4480,10572,10572
354,4448,10601,10601
355,4256,10630,10630
356,4384,10659,10659
357,4256,10688,10688
358,4192,10717,10717
359,4256,10746,10746
360,4640,10775,10775
361,4480,10804,10804
362,4448,10833,10833
363,4192,10862,10862
364,4384,10891,10891
365,5952,10920,10920
366,6048,10949,10949
367,6144,10978,10978
368,5920,11007,11007
369,5984,11036,11036
370,5984,11065,11065
371,6112,11094,11094
372,6112,11123,11123
373,4416,11152,11152
374,4320,11181,11181
375,4480,11210,11210
376,4704,11239,11239
377,4704,11268,11268
378,4352,11297,11297
379,4288,11326,11326
380,4352,11355,11355
381,4480,11384,11384
382,4288,11413,11413
383,4384,11442,11442
384,4960,11471,11471
385,4800,11500,11500
386,6080,11529,11529
387,6144,11558,11558
388,941856,11587,11587
389,6208,11616,11616
390,6208,11645,11645
391,6112,11674,11674
392,5920,11703,11703
393,4512,11732,11732
394,4320,11761,11761
395,4448,11790,11790
396,4448,11819,11819
397,4384,11848,11848
398,4640,11877,11877
399,4384,11906,11906
400,4608,11935,11935
401,4544,11964,11964
402,4448,11993,11993
403,4224,12022,12022
404,4160,12051,12051
405,4640,12080,12080
406,4704,12109,12109
407,5760,12138,12138
408,5984,12167,12167
409,6048,12196,12196
410,6048,12225,12225
411,6016,12254,12254
412,5792,12283,12283
413,4128,12312,12312
414,4416,12341,12341
415,4384,12370,12370
416,4320,12399,12399
417,4320,12428,12428
418,4128,12457,12457
419,4352,12486,12486
420,4256,12515,12515
421,4416,12544,12544
422,4416,12573,12573
423,4288,12602,12602
424,4448,12631,12631
425,4192,12660,12660
426,4608,12689,12689
427,4736,12718,12718
428,6176,12747,12747
429,4928,12776,12776
430,6080,12805,12805
431,4704,12834,12834
432,6208,12863,12863
433,1600,12869,12869
434,6880,12908,12908
435,992,12961,12961
436,704,13017,13017
437,704,13073,13073
438,704,13129,13129
439,704,13185,13185
440,736,13241,13241
441,704,13297,13297
442,704,13353,13353
443,704,13409,13409
444,704,13465,13465
445,6688,13476,13476
446,44672,13517,13517
447,99616,13606,13606
448,2694368,13620,13620
